,0,1,2,3,4,5,Next
15362,5C,KD,10S,,,,
15363,7S,10C,4H,,,,
15364,7H,7D,AC,,,,
15365,KC,7D,JH,,,,
15366,JD,JS,AC,,,,
15367,JD,6D,9D,,,,
15368,4C,10H,JH,,,,
15369,7D,6S,KH,,,,
15370,5D,4D,AS,,,,
15371,QH,QC,5S,,,,
15372,5H,JS,4H,AC,8D,,
15373,3S,2D,5H,6C,3D,,
15374,8H,QH,5C,,,,
15375,2H,9D,4D,JC,,,
15376,8H,3S,4H,,,,
15377,8C,4D,QD,,,,
15378,5S,4S,7C,9C,,,
15379,4D,6C,9H,10C,,,
15380,6C,7C,JS,,,,
15381,4C,10C,9C,,,,
15382,AD,6H,7C,,,,
15383,KD,5D,4S,AH,7D,,
15384,5C,9H,7D,,,,
15385,9H,AH,2S,JS,,,
15386,6S,3S,10C,5D,,,
15387,3H,4S,JH,3S,JC,,
15388,4D,9H,10D,,,,
15389,6H,QH,9C,,,,
15390,9S,7C,3C,KS,,,
15391,AS,JH,8C,3D,,,
15392,JD,7H,9C,,,,
15393,10H,4C,8D,,,,
15394,KS,4D,QD,,,,
15395,9D,JS,7C,,,,
15396,4D,5S,5C,,,,
15397,6S,3S,4D,9D,,,
15398,5H,3S,JS,AD,3C,,
15399,5C,3D,9D,5H,,,
15400,8D,KD,AC,AD,,,
15401,KS,JC,AD,,,,
15402,3S,9D,6C,4C,,,
15403,AS,2D,QH,,,,
15404,KC,2H,QC,,,,
15405,5D,4S,3S,KD,,,
15406,6D,5D,6S,8C,,,
15407,KS,8H,7D,,,,
15408,4S,AC,AH,,,,
15409,9H,8C,6D,,,,
15410,10D,7S,2S,6D,,,
15411,6H,7D,KC,,,,
15412,9H,JH,9S,,,,
15413,6C,AS,7H,9C,,,
15414,4S,KH,3C,AD,8S,,
15415,8S,4D,4C,,,,
15416,8H,9D,3C,,,,
15417,7C,5H,KH,,,,
15418,7H,10C,5D,,,,
15419,AD,6C,4H,,,,
15420,4S,9S,9C,,,,
15421,5H,QH,10S,,,,
15422,10C,4H,10H,,,,
15423,KC,3H,3D,,,,
15424,5H,4H,10C,,,,
15425,3D,10H,JH,,,,
15426,8D,JC,2H,,,,
15427,9H,QD,KD,,,,
15428,7S,6D,6C,7C,,,
15429,2C,KD,QD,,,,
15430,6S,KC,7H,,,,
15431,AH,JH,3H,7C,,,
15432,2D,2H,10H,3D,AD,10D,
15433,AD,JC,KD,,,,
15434,10C,4C,3C,9C,,,
15435,7H,JC,6H,,,,
15436,6C,3C,10H,,,,
15437,10C,KD,4H,,,,
15438,8D,2S,9D,,,,
15439,5S,10D,9S,,,,
15440,5C,KS,8D,,,,
15441,AD,KS,JD,,,,
15442,KD,8D,JC,,,,
15443,QD,2S,AH,8H,,,
15444,QC,9D,2S,,,,
15445,AH,2S,9S,6C,7H,,
15446,3S,8C,8H,10C,,,
15447,6D,QS,3S,4C,,,
15448,9H,QD,9S,,,,
15449,AC,2H,10S,QD,,,
15450,3C,5S,AS,5H,,,
15451,QH,10D,5S,,,,
15452,2D,9S,9D,7S,,,
15453,5D,8C,6S,,,,
15454,4H,9H,6D,,,,
15455,4D,6S,9C,QC,,,
15456,4C,JC,9H,,,,
15457,AD,2D,10S,,,,
15458,3S,3C,9S,3D,10D,,
15459,6C,QC,4D,10S,,,
15460,JD,5S,JS,,,,
15461,2H,4C,6S,2S,,,
15462,6H,QS,10S,,,,
15463,9H,6D,AD,7S,,,
15464,5D,3D,4C,JC,,,
15465,7C,10C,JH,,,,
15466,2H,2D,9D,,,,
15467,7H,3D,AS,,,,
15468,KS,5H,KD,,,,
15469,4D,6S,KH,AC,,,
15470,6H,7D,5D,,,,
15471,KD,5H,AD,3S,,,
15472,6D,10S,JS,,,,
15473,6C,KC,7C,,,,
15474,3H,QS,8S,,,,
15475,6C,2D,QS,9S,,,
15476,AD,8C,5C,,,,
15477,2D,QD,8H,4S,,,
15478,9D,7H,2H,,,,
15479,AD,5H,KH,5D,,,
15480,6D,AH,8C,KS,,,
15481,QH,2D,5H,,,,
15482,4C,4S,KS,10S,,,
15483,QD,AD,2C,,,,
15484,9D,10S,4C,,,,
15485,9H,AC,4D,10H,,,
15486,8D,5D,KC,,,,
15487,6C,5C,5D,QD,,,
15488,4D,8H,10S,,,,
15489,JH,JC,2D,,,,
15490,5C,9S,4H,7D,,,
15491,AH,8S,10C,4C,,,
15492,AH,7D,AS,,,,
15493,KC,9S,QC,,,,
15494,6H,8C,JH,,,,
15495,AS,7S,9S,KD,,,
15496,7S,AD,KC,2C,,,
15497,QC,5C,QS,,,,
15498,4H,JH,QD,,,,
15499,QC,JC,JS,,,,
15500,QS,10S,QH,,,,
15501,9S,5H,7D,,,,
15502,KH,6S,4S,,,,
15503,8H,10D,JD,,,,
15504,9H,3C,5C,,,,
15505,JC,JD,QC,,,,
15506,QH,5H,7D,,,,
15507,9S,4D,5D,,,,
15508,8H,4C,KD,,,,
15509,8D,7C,KS,,,,
15510,5D,4D,AD,8C,QH,,
15511,JS,10S,3H,,,,
15512,7D,2D,5H,9S,,,
15513,7C,QH,10H,,,,
15514,3S,KS,8C,,,,
15515,JD,6D,10S,,,,
15516,2C,3S,5D,3D,8H,,
15517,7C,6H,KC,,,,
15518,7C,10S,9H,,,,
15519,3S,10S,QD,,,,
15520,5H,7D,5S,AS,,,
15521,8S,KD,2S,3H,,,
15522,QH,5H,KH,,,,
15523,2S,2D,KC,AD,,,
15524,JS,7S,4H,,,,
15525,3H,6S,10C,,,,
15526,9H,3C,7D,,,,
15527,QS,KH,JH,,,,
15528,6S,AS,4H,10S,,,
15529,7H,10S,2H,3C,,,
15530,2D,10S,5H,10C,,,
15531,8H,3D,3H,7H,,,
15532,8C,KC,3D,,,,
15533,4D,10H,7H,,,,
15534,4C,3D,2S,7C,,,
15535,8D,9C,QH,,,,
15536,2C,5D,2H,6D,JC,,
15537,4S,5D,10C,KD,,,
15538,2D,3H,QC,5D,KD,,
15539,8S,AH,JS,,,,
15540,10H,AS,JC,,,,
15541,KS,10S,5H,,,,
15542,QC,AS,JD,,,,
15543,8H,4H,2C,,,,
15544,8C,10S,2C,,,,
15545,JC,3D,8C,,,,
15546,JC,2H,AH,9S,,,
15547,8D,10S,7H,,,,
15548,AC,JS,7D,QC,,,
15549,9D,4S,AC,QS,,,
15550,10D,AD,9S,AS,,,
15551,AC,QC,AS,AH,8S,,
15552,6H,9S,AS,,,,
15553,4H,6S,2D,,,,
15554,10D,2C,KH,,,,
15555,2S,KD,AC,3H,2C,7S,
15556,5D,8H,5C,7C,,,
15557,JD,2H,4S,2C,,,
15558,AC,4H,AD,,,,
15559,3S,JH,4D,QC,,,
15560,10H,6S,3H,,,,
15561,8S,JC,3S,,,,
15562,QH,10D,7H,,,,
15563,KD,9D,10S,,,,
15564,JD,10C,4S,,,,
15565,8C,6D,KD,,,,
15566,JS,8C,AH,QH,,,
15567,QS,QC,6C,,,,
15568,7S,4C,KS,,,,
15569,QD,KC,3H,,,,
15570,8S,QS,JH,,,,
15571,8C,3D,7D,,,,
15572,QD,4C,8C,,,,
15573,QD,7S,QH,,,,
15574,KS,7S,4H,,,,
15575,JD,9D,JS,,,,
15576,AD,5H,7H,4C,,,
15577,9D,2C,7C,KH,,,
15578,4H,7S,2S,7H,7C,,
15579,3C,AD,KH,JD,,,
15580,AH,2S,8H,9C,4H,,
15581,10H,6C,4C,8H,,,
15582,JC,9D,AC,JS,,,
15583,AC,8D,10C,JC,,,
15584,4D,AC,5C,8H,QS,,
15585,3S,JH,6C,9H,,,
15586,JD,5C,9D,,,,
15587,3H,QD,7D,,,,
15588,2C,5H,5C,KC,,,
15589,9H,10S,KH,,,,
15590,8C,3D,2C,10H,,,
15591,AS,QS,7H,,,,
15592,6S,AD,KC,,,,
15593,6S,KH,6H,,,,
15594,5C,7D,4C,,,,
15595,JS,5D,7S,,,,
15596,10D,QH,AS,,,,
15597,2S,8D,QD,10D,,,
15598,2S,8H,6H,JD,,,
15599,AS,10D,QC,,,,
15600,AC,10C,KH,,,,
15601,3C,8C,AD,,,,
15602,JC,7H,8H,,,,
15603,10H,AS,3C,,,,
15604,KD,KC,AC,,,,
15605,10D,5S,4D,3D,,,
15606,10H,3H,10C,,,,
15607,JD,3D,8H,,,,
15608,AD,KC,3D,,,,
15609,5D,5C,2C,6D,,,
15610,5C,6H,10S,,,,
15611,9S,AD,2S,,,,
15612,2C,8S,8D,7H,,,
15613,3S,3D,6H,7C,9H,,
15614,AH,7H,5S,8H,,,
15615,2S,KH,QS,,,,
15616,8C,JH,7D,,,,
15617,6S,3H,5H,6C,5C,,
15618,AH,KC,2D,3S,10S,,
15619,JD,3C,8C,,,,
15620,7H,JS,7D,,,,
15621,3C,QD,10D,,,,
15622,5S,JH,2D,6D,,,
15623,AH,4C,JC,4S,,,
15624,2H,3H,8D,4H,,,
15625,2C,10D,3C,4S,,,
15626,QH,10H,KC,,,,
15627,9D,KC,6C,,,,
15628,KD,5C,2H,,,,
15629,9D,2S,6C,6D,,,
15630,3D,9D,9C,,,,
15631,10S,2H,6S,,,,
15632,5H,2C,QS,10H,,,
15633,3S,2D,6D,3H,4H,,
15634,KH,QS,4S,,,,
15635,8D,AC,JD,5S,,,
15636,3H,2H,8C,KD,,,
15637,10S,7C,7D,,,,
15638,JS,4D,5D,QD,,,
15639,6S,4D,4H,,,,
15640,KH,2S,QC,,,,
15641,9S,JD,4D,,,,
15642,AD,3D,3H,4H,,,
15643,3H,QS,3S,2S,,,
15644,7H,AH,AS,AC,QD,,
15645,4S,2H,JS,6H,,,
15646,AS,5H,2D,3D,4H,,
15647,2D,10C,8C,,,,
15648,9H,3C,KD,,,,
15649,QH,JD,4C,,,,
15650,4H,JS,JD,,,,
15651,QS,3H,10D,,,,
15652,4C,8H,3H,,,,
15653,2C,10H,JD,,,,
15654,JD,QS,5S,,,,
15655,JH,3H,9C,,,,
15656,AD,QC,4C,2D,,,
15657,8C,JS,JC,,,,
15658,AS,8H,4D,9D,,,
15659,7C,3C,5S,,,,
15660,7H,AS,4S,,,,
15661,3D,9C,2S,7H,,,
15662,4S,KS,8C,,,,
15663,KS,AD,8S,,,,
15664,6H,9D,4S,7S,,,
15665,3H,QC,QD,,,,
15666,JD,9S,AH,10D,,,
15667,KS,QC,10H,,,,
15668,5S,KS,AC,7C,,,
15669,KS,6C,AH,7D,,,
15670,JC,8H,7S,,,,
15671,3S,AH,AS,8D,JC,,
15672,5C,7D,10H,,,,
15673,9C,8D,6D,,,,
15674,6C,QD,5H,,,,
15675,9C,KS,8S,,,,
15676,5D,10C,QD,,,,
15677,2C,KC,2S,,,,
15678,5S,JS,3S,4H,,,
15679,2D,4C,9S,,,,
15680,2C,6D,4S,QD,,,
15681,KC,7D,JS,,,,
15682,4C,3C,KC,,,,
15683,6C,5H,4H,KH,,,
15684,JC,7C,8C,,,,
15685,3C,2D,9S,,,,
15686,7H,JS,4D,,,,
15687,JH,KS,7S,,,,
15688,5S,2D,QH,10C,,,
15689,3C,5S,AD,,,,
15690,4D,KS,4C,2C,,,
15691,AD,10C,6D,KH,,,
15692,9C,6S,10C,,,,
15693,7D,2D,10S,,,,
15694,9H,QD,9C,,,,
15695,AS,JD,5H,10D,,,
15696,7D,4D,JH,,,,
15697,6D,9D,2D,6C,,,
15698,7H,5H,10S,,,,
15699,8H,4D,2D,,,,
15700,6D,9D,10H,,,,
15701,8S,4H,7C,,,,
15702,AS,3S,8C,JS,,,
15703,4H,AD,QD,,,,
15704,AH,JC,9H,9D,,,
15705,3S,8S,6C,,,,
15706,5H,9C,QD,,,,
15707,2H,AD,JD,3H,6C,,
15708,8D,KH,3D,,,,
15709,KC,3S,9S,,,,
15710,2H,8S,2C,,,,
15711,3S,JH,7C,,,,
15712,JC,5D,7H,,,,
15713,AC,9S,2H,6S,,,
15714,QS,6D,10H,,,,
15715,QC,10H,9D,,,,
15716,8S,10H,7C,,,,
15717,6C,9H,6S,,,,
15718,6H,3H,KC,,,,
15719,3S,9H,7C,,,,
15720,5S,9H,9D,,,,
15721,JC,4S,7C,,,,
15722,10H,KH,7S,,,,
15723,4C,5H,QH,7C,,,
15724,QS,4D,JS,,,,
15725,9C,AC,JS,,,,
15726,9C,9D,10D,,,,
15727,AH,7S,6H,3C,5S,,
15728,QD,2C,3H,AC,,,
15729,4S,7D,3H,AC,,,
15730,AD,3H,7C,5S,2D,KC,
15731,JD,2S,7S,,,,
15732,7H,7S,2S,,,,
15733,KH,8H,QC,,,,
15734,8H,6S,2H,,,,
15735,10C,3D,6S,AC,,,
15736,KD,3C,AS,,,,
15737,7H,AD,9H,AH,7S,,
15738,2S,8H,4D,,,,
15739,3D,AD,9C,KS,,,
15740,AS,AC,KD,5D,,,
15741,4H,QH,5D,2S,,,
15742,AS,3C,10S,,,,
15743,AH,8S,QS,6S,,,
15744,5C,QH,AC,6S,,,
15745,QD,4S,8S,,,,
15746,3D,6S,8D,,,,
15747,10D,JH,KH,,,,
15748,AH,KH,6D,,,,
15749,10C,JH,4S,,,,
15750,8C,QD,AH,6S,,,
15751,6D,JS,5S,,,,
15752,QD,KD,3C,,,,
15753,AH,9D,8H,JC,,,
15754,9D,4S,KH,,,,
15755,9C,AH,5D,8H,,,
15756,AC,3H,KS,10H,,,
15757,8H,7H,6C,,,,
15758,JC,QD,5C,,,,
15759,QD,7H,3H,9D,,,
15760,3S,AS,10D,QS,,,
15761,KS,3S,6D,KC,,,
15762,JH,5C,9S,,,,
15763,KS,9C,3S,,,,
15764,KS,JH,2S,,,,
15765,KC,5D,QH,,,,
15766,4C,6S,8D,5S,,,
15767,3S,5H,9H,JS,,,
15768,9H,AD,QH,QS,,,
15769,10S,10C,6D,,,,
15770,5C,QH,10D,,,,
15771,6S,AD,5C,,,,
15772,2C,7D,JH,,,,
15773,KH,7H,10C,,,,
15774,10C,7C,8C,,,,
15775,AS,KH,2S,QD,,,
15776,9H,4D,8D,,,,
15777,9S,AS,5C,,,,
15778,AD,QD,5C,10C,,,
15779,6S,JS,3H,2D,,,
15780,AD,5H,AC,,,,
15781,8D,QD,JS,,,,
15782,7D,4D,2S,9D,,,
15783,8D,10S,9D,,,,
15784,JC,6D,6S,,,,
15785,6H,AD,KC,KD,,,
15786,5H,10S,10H,,,,
15787,5D,JH,4S,AH,,,
15788,JS,10D,9D,,,,
15789,KC,6C,KH,,,,
15790,8H,AC,JH,8C,,,
15791,3C,9D,QC,,,,
15792,4C,8D,3C,2C,JS,,
15793,2C,JH,6D,,,,
15794,4H,KC,2H,4D,,,
15795,8C,QH,2D,3H,,,
15796,KS,6S,KD,,,,
15797,2C,7S,5D,6H,KS,,
15798,KS,7C,AH,3C,,,
15799,7C,AS,3C,5S,,,
15800,5S,KD,5D,,,,
15801,5H,6S,9D,10D,,,
15802,8H,4D,4H,,,,
15803,JD,3C,7H,,,,
15804,5C,QD,QH,,,,
15805,7H,8H,6C,,,,
15806,QS,10H,5H,,,,
15807,JC,6S,5D,,,,
15808,AD,QD,QH,,,,
15809,7S,AD,3C,,,,
15810,5H,5S,8D,4C,,,
15811,7C,KC,7D,,,,
15812,4S,JD,3D,KC,,,
15813,3H,6D,9H,3D,,,
15814,9H,3C,3D,,,,
15815,10S,KS,QD,,,,
15816,7D,4H,AD,JS,,,
15817,2D,2S,9H,10C,,,
15818,2D,AS,6S,8D,9H,,
15819,JH,3D,2C,AS,6H,,
15820,10C,3D,2H,5D,,,
15821,10D,AH,7D,,,,
15822,QS,6C,AC,4D,,,
15823,9S,3S,8C,,,,
15824,10C,5D,4D,2C,,,
15825,10C,3D,7H,JS,,,
15826,AC,JC,10C,,,,
15827,2C,5H,8D,KS,,,
15828,5H,JH,2D,,,,
15829,2C,KS,JS,,,,
15830,AC,4D,6C,8D,,,
15831,9D,JS,8C,,,,
15832,AH,10C,6D,6S,,,
15833,AC,2S,9S,10C,,,
15834,5C,7D,6H,8S,,,
15835,9C,8S,QD,,,,
15836,4D,7C,AD,,,,
15837,10S,6H,3D,,,,
15838,3C,2C,QS,5H,JH,,
15839,10C,JC,7H,,,,
15840,4C,6H,10D,AS,,,
15841,2D,KH,6D,JC,,,
15842,8S,3S,JC,,,,
15843,4H,10C,7C,,,,
15844,5D,2D,3S,6C,,,
15845,KS,3H,QH,,,,
15846,AD,6H,10H,AS,KH,,
15847,QS,9C,JD,,,,
15848,2H,9C,3C,4H,,,
15849,7H,JS,2H,7D,,,
15850,7D,6D,KH,,,,
15851,3S,3C,4D,,,,
15852,AH,KS,QH,,,,
15853,6S,6H,JC,,,,
15854,5S,9D,8D,,,,
15855,QH,KH,3H,,,,
15856,6C,AC,6D,QD,,,
15857,6C,7H,6S,QS,,,
15858,4S,QS,10C,,,,
15859,9S,6D,7D,,,,
15860,AH,JS,JC,,,,
15861,AC,QH,5H,,,,
15862,JC,AS,2D,9S,,,
15863,5H,6C,QS,,,,
15864,2D,10S,2H,,,,
15865,10S,KC,6C,,,,
15866,KS,5C,10S,,,,
15867,AC,4D,6C,KD,,,
15868,7D,4C,6C,QD,,,
15869,4C,JD,AH,4D,,,
15870,8S,7D,7S,,,,
15871,3S,QH,KD,,,,
15872,7S,4D,KS,,,,
15873,KH,5C,KD,,,,
15874,KS,2C,7D,,,,
15875,9C,4C,3H,8D,,,
15876,2S,QH,5S,JS,,,
15877,10S,4C,4H,,,,
15878,6H,7H,6C,,,,
15879,7D,KD,2S,,,,
15880,5S,2D,8C,,,,
15881,9D,6S,10S,,,,
15882,3H,3S,8C,,,,
15883,7S,QD,8D,,,,
15884,JH,5H,JC,,,,
15885,5H,7S,7D,,,,
15886,8H,8S,KS,,,,
15887,QD,2H,7S,2S,,,
15888,AC,6H,7C,,,,
15889,5D,8H,7S,JH,,,
15890,KH,3D,10C,,,,
15891,JH,KS,7H,,,,
15892,4D,5S,6D,,,,
15893,10S,JH,2S,,,,
15894,10D,10H,JS,,,,
15895,JC,KD,8D,,,,
15896,AS,AH,3H,KC,,,
15897,5D,QD,JD,,,,
15898,4C,8D,4D,QD,,,
15899,QC,KH,8D,,,,
15900,3S,2D,4S,JH,KC,,
15901,9C,2H,8S,7D,,,
15902,5D,8S,QH,,,,
15903,10H,3D,5D,,,,
15904,3C,10H,8C,,,,
15905,QS,2H,8S,2S,,,
15906,8H,6H,QC,,,,
15907,JH,KD,8D,,,,
15908,6C,AH,8D,5D,QD,,
15909,2S,10D,JC,,,,
15910,3S,9S,JH,,,,
15911,7D,7H,3D,,,,
15912,4S,4C,QC,,,,
15913,6H,QS,2C,8C,,,
15914,8S,4C,6C,7D,,,
15915,KC,10S,7H,,,,
15916,JH,9H,3H,,,,
15917,AS,10H,4S,,,,
15918,5S,KH,QC,,,,
15919,7S,9C,5D,,,,
15920,2S,KH,QC,,,,
15921,QC,2S,3H,,,,
15922,3D,3S,QH,AC,JS,,
15923,6H,AD,JC,5C,,,
15924,5H,8C,2D,,,,
15925,4D,4C,3D,QH,,,
15926,7S,3S,7C,8C,,,
15927,10H,AH,9H,7D,,,
15928,9C,AD,KS,,,,
15929,7C,3C,QS,,,,
15930,AS,2S,QS,JD,,,
15931,5H,7C,JD,,,,
15932,QD,3H,10S,,,,
15933,KH,6S,JC,,,,
15934,QS,10S,9H,,,,
15935,9S,10C,8H,,,,
15936,QS,2H,10D,,,,
15937,QH,7C,2H,,,,
15938,8S,8C,2D,6H,,,
15939,AS,AD,9H,,,,
15940,10C,3S,JS,,,,
15941,JC,8S,9D,,,,
15942,5D,JS,2S,2C,,,
15943,4H,3H,10D,JS,,,
15944,KS,2D,AD,2C,9D,,
15945,JD,3D,10S,,,,
15946,8C,KH,10H,,,,
15947,JS,KH,AC,,,,
15948,6S,10S,JC,,,,
15949,9H,AH,2S,,,,
15950,9C,JS,2C,,,,
15951,4H,JD,10S,,,,
15952,KC,4S,7C,,,,
15953,KC,QC,2H,,,,
15954,9D,9H,10D,,,,
15955,QD,2S,5S,8S,,,
15956,3H,8H,JS,,,,
15957,3C,10C,7C,6H,,,
15958,4S,10H,AS,QH,,,
15959,8C,7D,9S,,,,
15960,KC,5C,4S,,,,
15961,3S,10S,3H,8C,,,
15962,2D,9S,10H,,,,
15963,2H,7D,2S,5S,,,
15964,6C,4H,4S,,,,
15965,3H,6S,9S,10D,,,
15966,8C,10S,2H,QS,,,
15967,4S,KD,7D,,,,
15968,4S,5D,10H,,,,
15969,3C,8H,8D,,,,
15970,JC,9H,KS,,,,
15971,10D,KH,QD,,,,
15972,10S,10H,AH,,,,
15973,5D,5S,KS,3S,,,
15974,3D,KH,3S,7S,,,
15975,8D,AH,3D,,,,
15976,QD,6S,7S,,,,
15977,10H,9C,4D,,,,
15978,8C,AC,9H,,,,
15979,8C,3D,4H,2H,,,
15980,9C,3D,AD,,,,
15981,3D,4D,10D,JH,,,
15982,6H,2C,9C,4S,,,
15983,3H,AD,10D,,,,
15984,8D,JC,JD,,,,
15985,9D,7D,JH,,,,
15986,9H,6S,JC,,,,
15987,4D,5S,5H,8D,,,
15988,10S,AC,AS,2S,,,
15989,9S,AD,5D,,,,
15990,3D,8S,9H,5H,,,
15991,JC,7S,10C,,,,
15992,3S,QD,JH,,,,
15993,JS,8S,9C,,,,
15994,AC,6H,6D,5C,KC,,
15995,7S,9H,3C,4C,,,
15996,4H,6H,10C,,,,
15997,2D,4C,8D,,,,
15998,3C,7C,KD,8H,,,
15999,9H,7D,6H,,,,
16000,8D,8H,7S,,,,
16001,6S,9H,6H,,,,
16002,KC,10H,JC,,,,
16003,10S,JC,JS,,,,
16004,AC,6H,6S,7H,,,
16005,7S,6D,5S,,,,
16006,QH,5C,QD,,,,
16007,KS,AS,8S,,,,
16008,AD,KC,JC,,,,
16009,JH,5D,6H,,,,
16010,QC,KD,8C,,,,
16011,KC,5D,8D,,,,
16012,AS,6D,5H,10D,,,
16013,6C,4H,QD,10S,,,
16014,JC,4S,10S,,,,
16015,4D,JD,2D,QC,,,
16016,4H,10S,9C,,,,
16017,10C,AD,10D,,,,
16018,3S,3D,9C,3C,7C,,
16019,AH,6D,3S,JH,,,
16020,QD,8S,9C,,,,
16021,5D,JS,7H,,,,
16022,8H,KS,6D,,,,
16023,JS,3C,7C,4D,,,
16024,10D,AC,8S,10S,,,
16025,KS,2D,JS,,,,
16026,7S,10S,3C,,,,
16027,8S,2S,10H,9S,,,
16028,KS,6D,KH,,,,
16029,9S,QH,6S,,,,
16030,QH,10S,7S,,,,
16031,AD,KS,3C,,,,
16032,JS,8D,9H,,,,
16033,4S,KS,2D,,,,
16034,6C,QC,4D,3H,,,
16035,AS,JC,2D,7C,KS,,
16036,9C,AC,10D,,,,
16037,QH,2H,JH,,,,
16038,6S,KC,2D,,,,
16039,2S,AD,6C,3H,AC,AS,
16040,8H,9H,6H,,,,
16041,6D,2H,AH,5D,5S,3D,
16042,9C,9S,QC,,,,
16043,8D,4C,3C,9C,,,
16044,7S,2D,10H,6D,,,
16045,5C,7D,8S,6H,,,
16046,2D,6D,4H,QS,,,
16047,8S,7H,4H,9H,,,
16048,8S,JS,9S,,,,
16049,KH,3H,6C,JS,,,
16050,3S,KS,7D,QH,,,
16051,2D,5S,AH,,,,
16052,2H,7C,AC,,,,
16053,7C,QD,QC,,,,
16054,8S,9C,KS,,,,
16055,10H,5D,JD,,,,
16056,AC,7S,10D,2H,,,
16057,5D,6C,JD,,,,
16058,AH,8S,KH,QC,,,
16059,AC,3H,6S,4C,,,
16060,9D,7D,9S,,,,
16061,3H,9S,6D,3C,,,
16062,7S,10S,KH,,,,
16063,10C,10H,5S,,,,
16064,QS,8S,KD,,,,
16065,9C,6S,2H,4S,,,
16066,7C,8S,6H,,,,
16067,6C,8D,KD,,,,
16068,3D,KC,4H,,,,
16069,JC,6C,4C,,,,
16070,2S,3S,10C,JS,,,
16071,2H,QH,7D,,,,
16072,KD,10C,6H,,,,
16073,6H,6C,3H,QS,,,
16074,2H,KC,3C,,,,
16075,9D,7C,KD,,,,
16076,6D,8S,2H,,,,
16077,2S,KC,5H,7H,,,
16078,10C,10D,QC,,,,
16079,7C,2S,5C,QC,,,
16080,JD,6H,2S,,,,
16081,5H,4H,QS,,,,
16082,6C,3D,KH,,,,
16083,JS,6D,8S,,,,
16084,AH,3C,4H,,,,
16085,3S,6H,8C,,,,
16086,2D,QS,AS,JD,,,
16087,2D,6S,8C,9S,,,
16088,3H,8S,AD,,,,
16089,8C,JC,2C,JH,,,
16090,4C,10D,5H,2D,,,
16091,6H,KS,7H,,,,
16092,2C,8D,QS,,,,
16093,6S,6C,10S,,,,
16094,6S,6D,6H,8D,,,
16095,AD,8D,JC,,,,
16096,QH,JC,5H,,,,
16097,10D,9H,6S,,,,
16098,4C,4D,7S,10D,,,
16099,5S,KD,JC,,,,
16100,6C,3D,10D,,,,
16101,9D,3D,6S,QH,,,
16102,JH,9C,4H,,,,
16103,KC,2H,3H,2S,6H,,
16104,4D,9C,8S,,,,
16105,10H,5H,KS,,,,
16106,3C,2S,8S,,,,
16107,6H,4H,9D,4C,,,
16108,7D,JC,6C,,,,
16109,9C,AH,KS,JH,,,
16110,6H,QC,2D,5S,,,
16111,3D,KS,4S,,,,
16112,5S,AH,7D,10H,,,
16113,QS,KD,6S,,,,
16114,4S,9S,8H,,,,
16115,6S,2H,10D,7D,,,
16116,5D,3C,5C,,,,
16117,8D,2H,5C,,,,
16118,6D,QS,2C,AC,,,
16119,3S,6C,7S,6D,,,
16120,QH,10S,7C,,,,
16121,AS,5S,7S,6S,4D,,
16122,4C,5D,8D,7D,,,
16123,7C,AC,6D,,,,
16124,AS,3S,6D,5H,AH,,
16125,AS,KH,2H,AC,,,
16126,3C,7S,JC,6C,,,
16127,2D,7S,JH,,,,
16128,4H,KC,QS,,,,
16129,4C,8D,9C,,,,
16130,3S,2H,9C,5C,,,
16131,7C,5C,6H,,,,
16132,6C,8H,6S,5D,,,
16133,10D,10C,6H,,,,
16134,3D,4C,5S,AH,,,
16135,KH,3H,9S,,,,
16136,3S,7H,KD,3D,,,
16137,10H,10S,7H,,,,
16138,AS,10S,2D,4H,,,
16139,10S,KD,4H,,,,
16140,6D,JD,2H,,,,
16141,7S,10D,9H,,,,
16142,QD,6D,9H,,,,
16143,5S,3C,10S,QC,,,
16144,4H,10D,AD,,,,
16145,3S,2S,4S,2D,,,
16146,3C,AH,6C,8C,QC,,
16147,2S,4S,QD,AH,,,
16148,10S,JC,KS,,,,
16149,7H,KS,JD,,,,
16150,AD,8D,9C,,,,
16151,KH,KC,6C,,,,
16152,2C,5C,QH,8S,,,
16153,JC,6S,4S,5D,,,
16154,KC,4H,9D,,,,
16155,9S,2D,5D,AS,,,
16156,3S,8H,5H,,,,
16157,AH,3C,6S,6C,,,
16158,7H,9H,QH,,,,
16159,3H,QC,8D,,,,
16160,4S,9C,10H,,,,
16161,9C,10C,QC,,,,
16162,7C,8S,AS,8C,,,
16163,JD,6H,6S,,,,
16164,6S,4S,JD,8C,,,
16165,5S,4C,9S,5D,,,
16166,9D,10H,5S,,,,
16167,6D,10D,6H,,,,
16168,6C,10S,8C,,,,
16169,6S,3H,QH,AD,KD,,
16170,KC,AH,QD,,,,
16171,9H,8S,4C,,,,
16172,9S,QS,QC,,,,
16173,8D,8S,KD,,,,
16174,AC,10D,5C,,,,
16175,3C,3H,10D,5D,,,
16176,8S,JC,JS,,,,
16177,2S,9H,3C,4S,QC,,
16178,JC,KC,6S,,,,
16179,JD,8S,2S,10D,,,
16180,2H,4S,QS,,,,
16181,QS,5D,8S,,,,
16182,10H,2H,9H,,,,
16183,JH,5D,7D,,,,
16184,JD,6D,AC,5D,,,
16185,JD,JC,4C,,,,
16186,8D,KD,5S,,,,
16187,6C,AC,QH,,,,
16188,JC,QH,7H,,,,
16189,8S,5D,KD,,,,
