,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
11951,4D,3D,5S,,,,0.0,0.0,1.0,1.0,12,15
11952,4C,5H,,,,,1.0,1.0,1.0,0.0,19,19
11953,4C,5H,QH,,,,1.0,0.0,0.0,1.0,23,19
11954,2S,QD,,,,,0.0,0.0,1.0,1.0,12,21
11955,JD,9H,,,,,1.0,1.0,1.0,0.0,20,17
11956,JD,9H,AC,,,,0.0,1.0,0.0,1.0,20,27
11957,9C,4D,,,,,1.0,0.0,0.0,1.0,22,20
11958,8C,2C,,,,,0.0,0.0,1.0,1.0,10,14
11959,KS,QH,,,,,1.0,0.0,0.0,1.0,29,19
11960,JD,KS,,,,,0.0,1.0,0.0,1.0,20,20
11961,2D,5S,,,,,1.0,1.0,1.0,0.0,17,12
11962,2D,5S,KS,,,,1.0,0.0,0.0,1.0,27,12
11963,KD,6C,,,,,1.0,0.0,0.0,1.0,26,19
11964,5H,2D,,,,,1.0,1.0,1.0,0.0,12,10
11965,5H,2D,5C,,,,0.0,0.0,1.0,1.0,12,18
11966,9C,QS,,,,,1.0,0.0,0.0,1.0,27,15
11967,3H,2D,,,,,0.0,0.0,1.0,1.0,5,15
11968,KD,QH,,,,,0.0,1.0,0.0,1.0,20,13
11969,6D,2S,,,,,0.0,0.0,1.0,1.0,8,21
11970,10H,QS,,,,,1.0,0.0,0.0,1.0,30,19
11971,2H,8C,,,,,0.0,1.0,0.0,1.0,10,9
11972,3D,9S,,,,,1.0,0.0,0.0,1.0,22,11
11973,JD,2H,,,,,0.0,1.0,0.0,1.0,12,12
11974,6C,QS,,,,,1.0,1.0,1.0,0.0,19,15
11975,6C,QS,3D,,,,0.0,1.0,0.0,1.0,19,15
11976,JH,9C,,,,,1.0,0.0,0.0,1.0,27,20
11977,2S,4D,,,,,0.0,0.0,1.0,1.0,6,13
11978,KH,9H,,,,,0.0,1.0,0.0,1.0,19,25
11979,QC,9H,,,,,1.0,0.0,0.0,1.0,29,14
11980,6D,QD,,,,,1.0,1.0,1.0,0.0,21,12
11981,JS,2C,,,,,0.0,0.0,1.0,1.0,12,16
11982,6H,8C,,,,,1.0,0.0,0.0,1.0,24,19
11983,KC,10S,,,,,0.0,1.0,0.0,1.0,20,16
11984,7H,KC,,,,,1.0,0.0,0.0,1.0,26,14
11985,9C,2H,,,,,0.0,1.0,0.0,1.0,11,23
11986,KC,4D,,,,,0.0,1.0,0.0,1.0,14,29
11987,AC,3C,,,,,0.0,0.0,1.0,1.0,14,18
11988,4H,3H,,,,,1.0,1.0,1.0,0.0,17,17
11989,4H,3H,QD,,,,0.0,1.0,0.0,1.0,17,17
11990,JH,8H,,,,,1.0,0.0,0.0,1.0,23,12
11991,6H,7D,,,,,1.0,1.0,1.0,0.0,17,20
11992,6H,7D,4D,,,,1.0,1.0,1.0,0.0,19,20
11993,6H,7D,4D,2C,,,1.0,0.0,0.0,1.0,29,20
11994,4S,6D,,,,,1.0,1.0,1.0,0.0,11,11
11995,9D,JD,,,,,1.0,0.0,0.0,1.0,27,15
11996,7D,9S,,,,,1.0,1.0,1.0,0.0,17,17
11997,7D,9S,AH,,,,1.0,1.0,1.0,0.0,20,17
11998,7D,9S,AH,3S,,,1.0,0.0,0.0,1.0,29,17
11999,10H,10C,,,,,0.0,1.0,0.0,1.0,20,13
12000,QS,10D,,,,,0.0,1.0,0.0,1.0,20,20
12001,10S,7S,,,,,0.0,1.0,0.0,1.0,17,12
12002,9H,KS,,,,,1.0,0.0,0.0,1.0,29,5
12003,QS,10D,,,,,1.0,0.0,0.0,1.0,29,13
12004,3D,JD,,,,,1.0,1.0,1.0,0.0,20,15
12005,3D,JD,7H,,,,0.0,1.0,0.0,1.0,20,18
12006,9H,10H,,,,,1.0,0.0,0.0,1.0,24,12
12007,6H,7D,,,,,0.0,1.0,0.0,1.0,13,23
12008,4C,8C,,,,,0.0,1.0,0.0,1.0,12,28
12009,10H,2C,,,,,1.0,0.0,0.0,1.0,22,21
12010,5H,JH,,,,,0.0,0.0,1.0,1.0,15,21
12011,6S,QC,,,,,0.0,1.0,0.0,1.0,16,8
12012,9S,2C,,,,,0.0,0.0,1.0,1.0,11,17
12013,4C,7D,,,,,1.0,1.0,1.0,0.0,21,16
12014,7S,2S,,,,,0.0,1.0,0.0,1.0,9,9
12015,3C,6H,,,,,1.0,1.0,1.0,0.0,12,11
12016,3C,6H,3D,,,,0.0,1.0,0.0,1.0,12,11
12017,10S,4D,,,,,0.0,1.0,0.0,1.0,14,11
12018,6S,JH,,,,,0.0,1.0,0.0,1.0,16,14
12019,5H,JS,,,,,1.0,1.0,1.0,0.0,16,19
12020,5H,JS,AS,,,,0.0,0.0,1.0,1.0,16,19
12021,2S,10C,,,,,0.0,0.0,1.0,1.0,12,15
12022,JD,3C,,,,,0.0,1.0,0.0,1.0,13,26
12023,QD,10H,,,,,1.0,0.0,0.0,1.0,25,21
12024,9H,4H,,,,,1.0,1.0,1.0,0.0,17,18
12025,9H,4H,4C,,,,0.0,0.0,1.0,1.0,17,18
12026,AD,3S,,,,,1.0,1.0,1.0,0.0,6,20
12027,AD,3S,2D,,,,1.0,1.0,1.0,0.0,13,20
12028,AD,3S,2D,7C,,,1.0,0.0,0.0,1.0,23,20
12029,6H,4C,,,,,0.0,0.0,1.0,1.0,10,15
12030,4H,6D,,,,,0.0,0.0,1.0,1.0,10,21
12031,QD,8H,,,,,0.0,0.0,1.0,1.0,18,19
12032,6D,4S,,,,,1.0,1.0,1.0,0.0,18,18
12033,6D,4S,8D,,,,0.0,1.0,0.0,1.0,18,18
12034,JC,JD,,,,,1.0,0.0,0.0,1.0,30,17
12035,8H,JH,,,,,0.0,0.0,1.0,1.0,18,20
12036,2H,4C,,,,,0.0,0.0,1.0,1.0,6,17
12037,2H,2S,,,,,0.0,0.0,1.0,1.0,4,17
12038,6C,9D,,,,,1.0,0.0,0.0,1.0,23,20
12039,AS,6S,,,,,1.0,1.0,1.0,0.0,17,13
12040,AS,6S,KH,,,,0.0,1.0,0.0,1.0,17,17
12041,10D,10S,,,,,0.0,1.0,0.0,1.0,20,28
12042,AH,7H,,,,,1.0,1.0,1.0,0.0,18,20
12043,AH,7H,QH,,,,0.0,0.0,1.0,1.0,18,20
12044,3C,10D,,,,,0.0,0.0,1.0,1.0,13,14
12045,10H,10D,,,,,1.0,0.0,0.0,1.0,26,16
12046,6H,9S,,,,,0.0,1.0,0.0,1.0,15,24
12047,KD,9D,,,,,1.0,0.0,0.0,1.0,25,14
12048,3S,JD,,,,,0.0,1.0,0.0,1.0,13,22
12049,10S,9C,,,,,1.0,0.0,0.0,1.0,27,19
12050,6D,5C,,,,,0.0,1.0,0.0,1.0,11,28
12051,4C,4S,,,,,0.0,1.0,0.0,1.0,8,26
12052,5C,6H,,,,,0.0,1.0,0.0,1.0,11,25
12053,5S,7S,,,,,1.0,1.0,1.0,0.0,21,20
12054,3S,7S,,,,,1.0,1.0,1.0,0.0,11,15
12055,9D,4S,,,,,0.0,0.0,1.0,1.0,13,21
12056,9H,5D,,,,,0.0,0.0,1.0,1.0,14,20
12057,QD,6D,,,,,1.0,0.0,0.0,1.0,25,7
12058,6S,7D,,,,,0.0,1.0,0.0,1.0,13,23
12059,JS,9H,,,,,0.0,1.0,0.0,1.0,19,22
12060,2H,8H,,,,,1.0,1.0,1.0,0.0,20,13
12061,2H,8H,QC,,,,1.0,0.0,0.0,1.0,30,13
12062,10C,7H,,,,,1.0,1.0,1.0,0.0,20,19
12063,10C,7H,3H,,,,0.0,1.0,0.0,1.0,20,19
12064,KH,2S,,,,,1.0,0.0,0.0,1.0,22,17
12065,4S,6D,,,,,0.0,0.0,1.0,1.0,10,17
12066,9S,8S,,,,,1.0,0.0,0.0,1.0,27,16
12067,3C,9D,,,,,0.0,1.0,0.0,1.0,12,11
12068,2S,4D,,,,,1.0,1.0,1.0,0.0,9,13
12069,2S,4D,3D,,,,1.0,1.0,1.0,0.0,17,13
12070,2S,4D,3D,8H,,,1.0,0.0,0.0,1.0,27,13
12071,QH,6H,,,,,0.0,0.0,1.0,1.0,16,20
12072,10S,10C,,,,,1.0,0.0,0.0,1.0,22,21
12073,JC,KD,,,,,1.0,0.0,0.0,1.0,25,13
12074,8C,AC,,,,,1.0,1.0,1.0,0.0,15,11
12075,8C,AC,6S,,,,0.0,0.0,1.0,1.0,15,20
12076,3C,8S,,,,,1.0,1.0,1.0,0.0,13,19
12077,3C,8S,2C,,,,0.0,0.0,1.0,1.0,13,19
12078,9S,KC,,,,,1.0,1.0,1.0,0.0,20,12
12079,9S,KC,AH,,,,1.0,0.0,0.0,1.0,28,12
12080,9D,10S,,,,,1.0,0.0,0.0,1.0,27,5
12081,6S,6H,,,,,0.0,1.0,0.0,1.0,12,22
12082,10H,7H,,,,,1.0,1.0,1.0,0.0,19,10
12083,10H,7H,2D,,,,1.0,0.0,0.0,1.0,29,10
12084,5C,10S,,,,,1.0,1.0,1.0,0.0,16,12
12085,5C,10S,AC,,,,0.0,1.0,0.0,1.0,16,12
12086,4C,JS,,,,,0.0,0.0,1.0,1.0,14,17
12087,3C,QC,,,,,0.0,1.0,0.0,1.0,13,12
12088,3C,5H,,,,,0.0,1.0,0.0,1.0,8,24
12089,JC,7D,,,,,1.0,0.0,0.0,1.0,27,20
12090,AS,7D,,,,,0.0,1.0,0.0,1.0,18,12
12091,AS,2D,,,,,1.0,1.0,1.0,0.0,12,8
12092,AS,2D,9H,,,,1.0,0.0,0.0,1.0,22,8
12093,4D,7D,,,,,0.0,1.0,0.0,1.0,11,11
12094,KH,KS,,,,,0.0,1.0,0.0,1.0,20,19
12095,6H,9S,,,,,0.0,1.0,0.0,1.0,15,14
12096,10C,4H,,,,,1.0,0.0,0.0,1.0,24,14
12097,JD,4C,,,,,1.0,0.0,0.0,1.0,24,10
12098,5H,6C,,,,,1.0,1.0,1.0,0.0,19,13
12099,5H,6C,8S,,,,0.0,1.0,0.0,1.0,19,24
12100,JC,4D,,,,,0.0,0.0,1.0,1.0,14,18
12101,10D,2S,,,,,0.0,1.0,0.0,1.0,12,24
12102,7D,10D,,,,,1.0,1.0,1.0,0.0,19,16
12103,7D,10D,2C,,,,0.0,1.0,0.0,1.0,19,26
12104,4H,10D,,,,,0.0,0.0,1.0,1.0,14,19
12105,QD,9D,,,,,1.0,0.0,0.0,1.0,24,9
12106,JC,3H,,,,,1.0,0.0,0.0,1.0,23,9
12107,2C,5S,,,,,1.0,1.0,1.0,0.0,12,14
12108,2C,5S,5H,,,,0.0,1.0,0.0,1.0,12,22
12109,6H,4H,,,,,0.0,0.0,1.0,1.0,10,16
12110,8C,KC,,,,,1.0,0.0,0.0,1.0,28,18
12111,8C,KD,,,,,0.0,1.0,0.0,1.0,18,12
12112,QS,KH,,,,,0.0,1.0,0.0,1.0,20,13
12113,QS,4D,,,,,0.0,1.0,0.0,1.0,14,26
12114,8S,2H,,,,,1.0,1.0,1.0,0.0,20,20
12115,8S,2H,10S,,,,0.0,1.0,0.0,1.0,20,30
12116,4D,AS,,,,,0.0,0.0,1.0,1.0,15,19
12117,AC,6D,,,,,0.0,1.0,0.0,1.0,17,7
12118,5H,AC,,,,,1.0,1.0,1.0,0.0,10,7
12119,5H,AC,4H,,,,0.0,0.0,1.0,1.0,20,16
12120,KC,5S,,,,,1.0,0.0,0.0,1.0,25,16
12121,10S,2H,,,,,1.0,0.0,0.0,1.0,22,12
12122,5D,7C,,,,,1.0,1.0,1.0,0.0,14,12
12123,5D,7C,2H,,,,1.0,0.0,0.0,1.0,24,12
12124,6C,9C,,,,,1.0,0.0,0.0,1.0,22,19
12125,5S,QH,,,,,0.0,1.0,0.0,1.0,15,27
12126,QS,4S,,,,,1.0,0.0,0.0,1.0,24,13
12127,4H,9C,,,,,1.0,0.0,0.0,1.0,23,12
12128,AD,8H,,,,,1.0,1.0,1.0,0.0,13,12
12129,AD,8H,4H,,,,1.0,0.0,0.0,1.0,23,12
12130,2D,QS,,,,,1.0,1.0,1.0,0.0,16,12
12131,2D,QS,4H,,,,1.0,0.0,0.0,1.0,25,12
12132,JH,KH,,,,,1.0,0.0,0.0,1.0,29,9
12133,JH,QD,,,,,1.0,0.0,0.0,1.0,29,10
12134,7D,6S,,,,,1.0,1.0,1.0,0.0,16,19
12135,7D,6S,3C,,,,1.0,0.0,0.0,1.0,25,19
12136,3S,AS,,,,,1.0,1.0,1.0,0.0,14,20
12137,3S,AS,QH,,,,1.0,1.0,1.0,0.0,18,20
12138,3S,AS,QH,4H,,,0.0,0.0,1.0,1.0,18,20
12139,AD,6C,,,,,1.0,1.0,1.0,0.0,8,11
12140,AD,6C,AC,,,,1.0,1.0,1.0,0.0,12,11
12141,AD,6C,AC,4S,,,0.0,1.0,0.0,1.0,12,11
12142,7S,JS,,,,,0.0,1.0,0.0,1.0,17,17
12143,4D,7D,,,,,0.0,1.0,0.0,1.0,11,9
12144,5H,AC,,,,,1.0,1.0,1.0,0.0,16,8
12145,5H,AC,JS,,,,1.0,0.0,0.0,1.0,23,8
12146,2S,9S,,,,,1.0,1.0,1.0,0.0,16,15
12147,2S,9S,5H,,,,0.0,0.0,1.0,1.0,16,21
12148,4S,8C,,,,,0.0,0.0,1.0,1.0,12,14
12149,AD,3C,,,,,0.0,0.0,1.0,1.0,14,15
12150,10H,8S,,,,,0.0,0.0,1.0,1.0,18,19
12151,JD,6D,,,,,0.0,0.0,1.0,1.0,16,19
12152,3S,8H,,,,,0.0,0.0,1.0,1.0,11,19
12153,9H,KC,,,,,0.0,1.0,0.0,1.0,19,11
12154,QS,2D,,,,,1.0,0.0,0.0,1.0,22,13
12155,4H,6C,,,,,1.0,1.0,1.0,0.0,19,7
12156,4H,6C,9H,,,,0.0,1.0,0.0,1.0,19,7
12157,AS,3C,,,,,0.0,1.0,0.0,1.0,14,9
12158,6S,JD,,,,,1.0,0.0,0.0,1.0,22,12
12159,9C,6D,,,,,1.0,1.0,1.0,0.0,16,10
12160,9C,6D,AC,,,,0.0,1.0,0.0,1.0,16,10
12161,5H,8C,,,,,1.0,1.0,1.0,0.0,17,13
12162,5H,8C,4D,,,,1.0,0.0,0.0,1.0,27,13
12163,AD,9D,,,,,0.0,1.0,0.0,1.0,20,9
12164,8D,5C,,,,,1.0,1.0,1.0,0.0,18,11
12165,8D,5C,5D,,,,0.0,0.0,1.0,1.0,18,21
12166,3D,3S,,,,,0.0,0.0,1.0,1.0,6,18
12167,7H,6D,,,,,1.0,1.0,1.0,0.0,14,20
12168,7H,6D,AH,,,,1.0,1.0,1.0,0.0,15,20
12169,7H,6D,AH,AS,,,1.0,0.0,0.0,1.0,25,20
12170,9C,3D,,,,,0.0,0.0,1.0,1.0,12,20
12171,QC,6H,,,,,0.0,1.0,0.0,1.0,16,7
12172,4H,9C,,,,,1.0,0.0,0.0,1.0,23,9
12173,10S,9C,,,,,1.0,0.0,0.0,1.0,27,12
12174,8H,AS,,,,,1.0,1.0,1.0,0.0,13,17
12175,8H,AS,4S,,,,0.0,1.0,0.0,1.0,13,23
12176,10H,QD,,,,,1.0,0.0,0.0,1.0,23,18
12177,AC,2D,,,,,0.0,0.0,1.0,1.0,13,14
12178,9C,10D,,,,,1.0,1.0,1.0,0.0,21,14
12179,2D,6D,,,,,1.0,1.0,1.0,0.0,15,20
12180,2D,6D,7C,,,,1.0,0.0,0.0,1.0,25,20
12181,6S,7D,,,,,1.0,1.0,1.0,0.0,14,18
12182,6S,7D,AS,,,,0.0,1.0,0.0,1.0,14,28
12183,10S,8D,,,,,1.0,0.0,0.0,1.0,22,14
12184,QD,5D,,,,,1.0,1.0,1.0,0.0,17,20
12185,QD,5D,2C,,,,1.0,0.0,0.0,1.0,27,20
12186,2S,2C,,,,,1.0,1.0,1.0,0.0,14,6
12187,2S,2C,QD,,,,0.0,1.0,0.0,1.0,14,6
12188,5S,6S,,,,,1.0,1.0,1.0,0.0,21,11
12189,7H,KH,,,,,1.0,0.0,0.0,1.0,23,13
12190,10D,7S,,,,,1.0,0.0,0.0,1.0,22,18
12191,10D,8H,,,,,0.0,0.0,1.0,1.0,18,20
12192,10D,JS,,,,,0.0,1.0,0.0,1.0,20,25
12193,2S,KS,,,,,0.0,1.0,0.0,1.0,12,9
12194,JH,5D,,,,,1.0,1.0,1.0,0.0,16,11
12195,JH,5D,AC,,,,1.0,0.0,0.0,1.0,23,11
12196,JC,2C,,,,,1.0,1.0,1.0,0.0,21,20
12197,2D,6C,,,,,0.0,0.0,1.0,1.0,8,15
12198,4C,7D,,,,,1.0,1.0,1.0,0.0,17,12
12199,4C,7D,6S,,,,0.0,1.0,0.0,1.0,17,22
12200,5S,4H,,,,,0.0,0.0,1.0,1.0,9,16
12201,2H,7C,,,,,0.0,0.0,1.0,1.0,9,18
12202,JC,6C,,,,,0.0,1.0,0.0,1.0,16,15
12203,7C,10C,,,,,1.0,0.0,0.0,1.0,22,13
12204,6S,JD,,,,,0.0,0.0,1.0,1.0,16,19
12205,2C,JD,,,,,1.0,0.0,0.0,1.0,22,10
12206,9D,3C,,,,,1.0,1.0,1.0,0.0,18,16
12207,9D,3C,6C,,,,1.0,0.0,0.0,1.0,27,16
12208,6H,QS,,,,,0.0,1.0,0.0,1.0,16,23
12209,2D,7S,,,,,1.0,1.0,1.0,0.0,10,20
12210,2D,7S,AD,,,,0.0,1.0,0.0,1.0,20,29
12211,5C,7D,,,,,0.0,0.0,1.0,1.0,12,19
12212,7C,5C,,,,,1.0,0.0,0.0,1.0,22,20
12213,QS,JH,,,,,1.0,0.0,0.0,1.0,30,17
12214,QH,8D,,,,,0.0,1.0,0.0,1.0,18,24
12215,2D,3D,,,,,1.0,1.0,1.0,0.0,12,17
12216,2D,3D,7S,,,,0.0,1.0,0.0,1.0,12,27
12217,JC,3H,,,,,1.0,1.0,1.0,0.0,21,13
12218,7D,JS,,,,,1.0,0.0,0.0,1.0,27,14
12219,9D,8C,,,,,0.0,1.0,0.0,1.0,17,5
12220,4H,5C,,,,,1.0,1.0,1.0,0.0,10,12
12221,4H,5C,AC,,,,0.0,1.0,0.0,1.0,20,22
12222,JS,QS,,,,,1.0,0.0,0.0,1.0,22,14
12223,QD,10S,,,,,1.0,0.0,0.0,1.0,28,19
12224,6H,7S,,,,,1.0,1.0,1.0,0.0,19,18
12225,6H,7S,6C,,,,0.0,1.0,0.0,1.0,19,18
12226,6H,9C,,,,,1.0,0.0,0.0,1.0,22,18
12227,JC,4C,,,,,1.0,1.0,1.0,0.0,17,6
12228,JC,4C,3H,,,,1.0,1.0,1.0,0.0,18,6
12229,JC,4C,3H,AH,,,0.0,1.0,0.0,1.0,18,10
12230,3H,8H,,,,,0.0,1.0,0.0,1.0,11,29
12231,6D,10D,,,,,0.0,1.0,0.0,1.0,16,14
12232,QD,3S,,,,,0.0,0.0,1.0,1.0,13,19
12233,4H,9D,,,,,0.0,1.0,0.0,1.0,13,30
12234,9S,5C,,,,,1.0,0.0,0.0,1.0,24,13
12235,5H,10C,,,,,0.0,1.0,0.0,1.0,15,23
12236,10D,KS,,,,,0.0,1.0,0.0,1.0,20,20
12237,KS,10S,,,,,1.0,0.0,0.0,1.0,23,18
12238,7H,3H,,,,,0.0,1.0,0.0,1.0,10,27
12239,5H,AH,,,,,1.0,1.0,1.0,0.0,16,16
12240,5H,AH,KS,,,,1.0,0.0,0.0,1.0,24,16
12241,5H,8S,,,,,1.0,1.0,1.0,0.0,16,15
12242,5H,8S,3D,,,,1.0,0.0,0.0,1.0,26,15
12243,4C,AC,,,,,1.0,1.0,1.0,0.0,7,17
12244,4C,AC,2S,,,,1.0,1.0,1.0,0.0,16,17
12245,4C,AC,2S,9H,,,0.0,1.0,0.0,1.0,16,27
12246,10C,8C,,,,,1.0,0.0,0.0,1.0,27,20
12247,5D,2H,,,,,1.0,1.0,1.0,0.0,12,11
12248,5D,2H,5H,,,,0.0,1.0,0.0,1.0,12,23
12249,4D,2S,,,,,1.0,1.0,1.0,0.0,11,7
12250,4D,2S,5S,,,,0.0,1.0,0.0,1.0,11,7
12251,AC,5S,,,,,1.0,1.0,1.0,0.0,9,16
12252,AC,5S,3H,,,,1.0,1.0,1.0,0.0,17,16
12253,AC,5S,3H,8S,,,1.0,0.0,0.0,1.0,27,16
12254,5H,7S,,,,,0.0,1.0,0.0,1.0,12,22
12255,JD,2C,,,,,1.0,0.0,0.0,1.0,22,17
12256,4C,8D,,,,,0.0,1.0,0.0,1.0,12,9
12257,8H,QH,,,,,1.0,0.0,0.0,1.0,23,11
12258,JH,6D,,,,,1.0,0.0,0.0,1.0,25,17
12259,9C,KD,,,,,1.0,0.0,0.0,1.0,29,16
12260,5D,7H,,,,,1.0,1.0,1.0,0.0,21,7
12261,7C,8S,,,,,1.0,0.0,0.0,1.0,25,7
12262,5D,10C,,,,,0.0,0.0,1.0,1.0,15,18
12263,2C,QS,,,,,1.0,0.0,0.0,1.0,22,16
12264,10H,5C,,,,,0.0,1.0,0.0,1.0,15,24
12265,7S,9H,,,,,1.0,1.0,1.0,0.0,18,13
12266,7S,9H,2S,,,,0.0,1.0,0.0,1.0,18,23
12267,2H,2S,,,,,0.0,0.0,1.0,1.0,4,21
12268,3D,9C,,,,,0.0,1.0,0.0,1.0,12,12
12269,JD,5S,,,,,0.0,1.0,0.0,1.0,15,25
12270,5C,3H,,,,,0.0,1.0,0.0,1.0,8,28
12271,2C,2S,,,,,0.0,0.0,1.0,1.0,4,17
12272,AS,5C,,,,,0.0,1.0,0.0,1.0,16,26
12273,JS,8H,,,,,1.0,0.0,0.0,1.0,28,11
12274,7S,2S,,,,,1.0,1.0,1.0,0.0,19,12
12275,7S,2S,QD,,,,0.0,1.0,0.0,1.0,19,13
12276,7D,5S,,,,,0.0,0.0,1.0,1.0,12,21
12277,7C,2D,,,,,0.0,0.0,1.0,1.0,9,21
12278,2C,3D,,,,,0.0,0.0,1.0,1.0,5,20
12279,AS,9C,,,,,1.0,1.0,1.0,0.0,17,13
12280,AS,9C,7C,,,,1.0,0.0,0.0,1.0,27,13
12281,9C,JH,,,,,1.0,0.0,0.0,1.0,29,20
12282,6H,9D,,,,,1.0,0.0,0.0,1.0,25,13
12283,7D,9H,,,,,1.0,1.0,1.0,0.0,19,20
12284,7D,9H,3H,,,,0.0,1.0,0.0,1.0,19,29
12285,6H,9H,,,,,0.0,1.0,0.0,1.0,15,15
12286,8C,JS,,,,,1.0,0.0,0.0,1.0,26,20
12287,9S,10H,,,,,0.0,1.0,0.0,1.0,19,22
12288,5S,6D,,,,,0.0,0.0,1.0,1.0,11,19
12289,JH,QS,,,,,0.0,1.0,0.0,1.0,20,17
12290,JD,KC,,,,,1.0,0.0,0.0,1.0,30,11
12291,8S,3C,,,,,1.0,1.0,1.0,0.0,21,16
12292,5D,AH,,,,,1.0,1.0,1.0,0.0,16,6
12293,5D,AH,KH,,,,0.0,1.0,0.0,1.0,16,10
12294,AH,7C,,,,,0.0,1.0,0.0,1.0,18,18
12295,QS,JS,,,,,1.0,0.0,0.0,1.0,22,20
12296,4D,3H,,,,,0.0,1.0,0.0,1.0,7,23
12297,5S,AS,,,,,0.0,0.0,1.0,1.0,16,14
12298,7C,KH,,,,,0.0,1.0,0.0,1.0,17,14
12299,QH,9D,,,,,0.0,0.0,1.0,1.0,19,21
12300,10C,KH,,,,,0.0,1.0,0.0,1.0,20,29
12301,AD,5D,,,,,0.0,1.0,0.0,1.0,16,10
12302,JH,2S,,,,,1.0,1.0,1.0,0.0,16,12
12303,JH,2S,4D,,,,0.0,1.0,0.0,1.0,16,22
12304,JD,3S,,,,,1.0,1.0,1.0,0.0,14,14
12305,JD,3S,AH,,,,0.0,1.0,0.0,1.0,14,14
12306,QC,6S,,,,,1.0,1.0,1.0,0.0,18,18
12307,QC,6S,2H,,,,0.0,1.0,0.0,1.0,18,18
12308,2C,9H,,,,,0.0,1.0,0.0,1.0,11,25
12309,QH,7S,,,,,1.0,0.0,0.0,1.0,25,16
12310,KS,KC,,,,,0.0,1.0,0.0,1.0,20,23
12311,QH,8S,,,,,1.0,0.0,0.0,1.0,28,20
12312,KS,2D,,,,,1.0,1.0,1.0,0.0,20,5
12313,KS,2D,8S,,,,0.0,1.0,0.0,1.0,20,15
12314,8H,10S,,,,,1.0,1.0,1.0,0.0,19,12
12315,8H,10S,AS,,,,1.0,0.0,0.0,1.0,26,12
12316,2C,7H,,,,,1.0,1.0,1.0,0.0,15,8
12317,2C,7H,6S,,,,1.0,1.0,1.0,0.0,17,8
12318,2C,7H,6S,2D,,,0.0,1.0,0.0,1.0,17,11
12319,7C,6S,,,,,0.0,0.0,1.0,1.0,13,18
12320,8H,KS,,,,,0.0,0.0,1.0,1.0,18,21
12321,10D,3S,,,,,1.0,1.0,1.0,0.0,19,16
12322,10D,3S,6C,,,,0.0,1.0,0.0,1.0,19,25
12323,10D,KC,,,,,1.0,0.0,0.0,1.0,30,11
12324,3S,4D,,,,,0.0,1.0,0.0,1.0,7,25
12325,3D,QD,,,,,0.0,1.0,0.0,1.0,13,26
12326,6D,3S,,,,,1.0,1.0,1.0,0.0,17,13
12327,6D,3S,8S,,,,1.0,0.0,0.0,1.0,27,13
12328,5D,6H,,,,,0.0,0.0,1.0,1.0,11,14
12329,6D,8H,,,,,0.0,1.0,0.0,1.0,14,11
12330,2H,8H,,,,,0.0,1.0,0.0,1.0,10,22
12331,7D,8H,,,,,0.0,1.0,0.0,1.0,15,22
12332,4S,JC,,,,,1.0,1.0,1.0,0.0,21,5
12333,2H,4D,,,,,0.0,0.0,1.0,1.0,6,16
12334,4S,KD,,,,,1.0,1.0,1.0,0.0,19,20
12335,4S,KD,5S,,,,1.0,0.0,0.0,1.0,29,20
12336,JS,8H,,,,,0.0,1.0,0.0,1.0,18,26
12337,9C,KH,,,,,1.0,0.0,0.0,1.0,27,10
12338,10S,10C,,,,,1.0,0.0,0.0,1.0,30,19
12339,2C,7D,,,,,1.0,1.0,1.0,0.0,10,16
12340,2C,7D,AC,,,,1.0,1.0,1.0,0.0,20,16
12341,2C,7D,AC,QS,,,1.0,0.0,0.0,1.0,22,16
12342,QH,5C,,,,,0.0,0.0,1.0,1.0,15,20
12343,2S,9H,,,,,0.0,1.0,0.0,1.0,11,11
12344,5C,5S,,,,,1.0,1.0,1.0,0.0,18,19
12345,5C,5S,8C,,,,1.0,0.0,0.0,1.0,27,19
12346,6S,KS,,,,,0.0,1.0,0.0,1.0,16,9
12347,6C,3C,,,,,0.0,0.0,1.0,1.0,9,14
12348,3C,8H,,,,,1.0,1.0,1.0,0.0,21,20
12349,5S,JS,,,,,0.0,1.0,0.0,1.0,15,11
12350,AS,5S,,,,,0.0,0.0,1.0,1.0,16,17
12351,AS,AD,,,,,0.0,0.0,1.0,1.0,12,18
12352,5D,QH,,,,,0.0,1.0,0.0,1.0,15,25
12353,8H,4D,,,,,1.0,1.0,1.0,0.0,14,19
12354,8H,4D,2H,,,,0.0,0.0,1.0,1.0,14,19
12355,KS,9C,,,,,0.0,1.0,0.0,1.0,19,12
12356,10D,5C,,,,,1.0,1.0,1.0,0.0,17,15
12357,10D,5C,2C,,,,0.0,0.0,1.0,1.0,17,21
12358,JH,10H,,,,,0.0,1.0,0.0,1.0,20,27
12359,6C,6S,,,,,0.0,1.0,0.0,1.0,12,22
12360,8D,2C,,,,,1.0,1.0,1.0,0.0,15,8
12361,8D,2C,5D,,,,1.0,0.0,0.0,1.0,25,8
12362,9H,AS,,,,,1.0,1.0,1.0,0.0,20,11
12363,9H,AS,JH,,,,1.0,0.0,0.0,1.0,28,11
12364,6D,2C,,,,,1.0,1.0,1.0,0.0,14,16
12365,6D,2C,6H,,,,0.0,1.0,0.0,1.0,14,23
12366,6S,KD,,,,,0.0,0.0,1.0,1.0,16,19
